,RegionName,Jan2000,Feb2000,Mar2000,apr2000,May2000,Jun2000,Jul2000,Aug2000,Sep2000,Oct2000,Nov2000,Dec2000,Jan2001,Feb2001,Mar2001,apr2001,May2001,Jun2001,Jul2001,Aug2001,Sep2001,Oct2001,Nov2001,Dec2001,Jan2002,Feb2002,Mar2002,apr2002,May2002,Jun2002,Jul2002,Aug2002,Sep2002,Oct2002,Nov2002,Dec2002,Jan2003,Feb2003,Mar2003,apr2003,May2003,Jun2003,Jul2003,Aug2003,Sep2003,Oct2003,Nov2003,Dec2003,Jan2004,Feb2004,Mar2004,apr2004,May2004,Jun2004,Jul2004,Aug2004,Sep2004,Oct2004,Nov2004,Dec2004,Jan2005,Feb2005,Mar2005,apr2005,May2005,Jun2005,Jul2005,Aug2005,Sep2005,Oct2005,Nov2005,Dec2005,Jan2006,Feb2006,Mar2006,apr2006,May2006,Jun2006,Jul2006,Aug2006,Sep2006,Oct2006,Nov2006,Dec2006,Jan2007,Feb2007,Mar2007,apr2007,May2007,Jun2007,Jul2007,Aug2007,Sep2007,Oct2007,Nov2007,Dec2007,Jan2008,Feb2008,Mar2008,apr2008,May2008,Jun2008,Jul2008,Aug2008,Sep2008,Oct2008,Nov2008,Dec2008,Jan2009,Feb2009,Mar2009,apr2009,May2009,Jun2009,Jul2009,Aug2009,Sep2009,Oct2009,Nov2009,Dec2009,Jan2010,Feb2010,Mar2010,apr2010,May2010,Jun2010,Jul2010,Aug2010,Sep2010,Oct2010,Nov2010,Dec2010,Jan2011,Feb2011,Mar2011,apr2011,May2011,Jun2011,Jul2011,Aug2011,Sep2011,Oct2011,Nov2011,Dec2011,Jan2012,Feb2012,Mar2012,apr2012,May2012,Jun2012,Jul2012,Aug2012,Sep2012,Oct2012,Nov2012,Dec2012,Jan2013,Feb2013,Mar2013,apr2013,May2013,Jun2013,Jul2013,Aug2013,Sep2013,Oct2013,Nov2013,Dec2013,Jan2014,Feb2014,Mar2014,apr2014,May2014,Jun2014,Jul2014,Aug2014,Sep2014,Oct2014,Nov2014,Dec2014,Jan2015,Feb2015,Mar2015,apr2015,May2015,Jun2015,Jul2015,Aug2015,Sep2015,Oct2015,Nov2015,Dec2015,Jan2016,Feb2016,Mar2016,apr2016,May2016,Jun2016,Jul2016,Aug2016,Sep2016,Oct2016,Nov2016,Dec2016,Jan2017,Feb2017,Mar2017,apr2017,May2017,Jun2017,Jul2017,Aug2017,Sep2017,Oct2017,Nov2017,Dec2017,Jan2018,Feb2018,Mar2018,apr2018,May2018,Jun2018,Jul2018,Aug2018,Sep2018,Oct2018,Nov2018,Dec2018,Jan2019,Feb2019,Mar2019,apr2019,May2019,Jun2019,Jul2019,Aug2019,Sep2019,Oct2019,Nov2019,Dec2019,Jan2020,Feb2020,Mar2020,apr2020,May2020,Jun2020,Jul2020,Aug2020,Sep2020,Oct2020,Nov2020,Dec2020,Jan2021,Feb2021,Mar2021,apr2021,May2021,Jun2021,Jul2021,Aug2021,Sep2021,Oct2021,Nov2021,Dec2021,Jan2022,Feb2022,Mar2022,apr2022,May2022,Jun2022,Jul2022,Aug2022,Sep2022,Oct2022,Nov2022,Dec2022,Jan2023,Feb2023,Mar2023,apr2023,May2023,Jun2023,Jul2023,Aug2023,Sep2023
38,West Virginia,73004,73001,73025,73084,73201,73394,73649,73982,74280,74623,75072,75657,76369,76814,77150,77308,77616,77929,78241,78531,78777,79041,79200,79311,79401,79604,79893,80141,80353,80556,80806,81098,81389,81766,82020,82209,82313,82593,82953,83352,83744,84144,84561,84869,85132,85325,85600,85936,86388,86903,87514,88058,88564,89047,89669,90337,91002,91623,92231,92820,93461,94155,94744,95264,95857,96615,97447,97951,98349,98653,99139,99663,100237,100517,100617,100530,100775,101147,101515,101814,102149,102613,102903,103064,103082,103226,103459,103736,103974,104172,104322,104478,104580,104675,104715,104802,104934,105137,105306,105456,105591,105784,106019,106205,105678,0,103882,103505,103578,103734,103916,103832,103636,103407,103144,102936,102275,101491,100594,100135,99944,99955,100180,100470,100743,101003,101196,101424,101293,100967,100495,100212,100004,99835,99590,99389,99219,99219,99221,99273,99289,99314,99348,99371,99357,99498,99672,99679,99995,100377,101139,101575,102122,102508,102744,102942,103028,102694,102355,101882,101619,101426,101118,101221,101558,102297,102596,102445,101930,101516,100797,100210,99596,99523,100111,101108,102070,102673,103392,104106,104901,105383,105842,106302,106835,107317,107729,108129,108701,109514,110150,110430,110653,110893,110936,110746,110521,110423,110227,110062,110137,110260,110378,110394,110388,110535,110749,111234,111610,111694,111463,111222,111393,111783,112295,112527,112793,113072,113887,114824,115660,115904,115806,115616,115814,115965,116349,116615,116873,117158,117466,117746,117832,117924,118114,118150,118010,118016,118166,118406,118467,118944,119774,120851,121596,121902,122169,122893,124327,126246,128527,130718,132856,134877,136956,138689,140175,141713,142455,142327,141177,140830,141365,142369,144351,146564,149048,150920,152348,153730,154360,154433,153918,153715,153523,153749,153478,153177,153038,153544,154845,156218,157346,157998,158103
39,Hawaii,195978,195887,196188,196710,197732,198886,200040,201376,202696,204079,204976,205763,206421,207072,207655,208352,209358,210502,211758,212983,214337,215722,216952,218048,218827,219841,221003,222493,223809,225260,227031,229319,232079,234791,237258,239219,241280,243765,246780,249866,253150,256594,260058,263577,267010,271344,276008,280179,283991,288233,292941,298285,303647,310358,317729,325177,331448,337251,342708,348838,353936,359713,365767,373572,381810,390761,400024,409239,417934,425238,431866,438455,445603,453042,459079,464811,468423,471483,473781,475847,477989,478827,479876,480100,480498,480535,480997,481453,481650,481621,480764,480128,479131,478753,478317,478035,477397,476450,476272,476442,477805,478267,475417,470176,464022,460095,456744,453666,450960,447429,444045,440416,436650,432078,427610,424173,420137,415613,411519,410382,411345,414436,416501,418869,419710,421781,423152,424434,424982,425367,426706,427517,428318,428192,428150,426608,424732,422340,420453,418414,416531,415424,414012,413887,414133,414863,414778,413774,413140,413082,414557,416807,419650,422331,425187,427230,429134,430695,432721,434319,436699,439575,443264,447331,452291,457568,461698,464739,467096,469727,472625,475653,478975,481724,484350,486681,489956,492982,495981,498198,500736,503409,505761,507315,509106,511071,513720,516826,520973,525144,528207,529621,531289,533487,536307,538355,540111,541722,544232,547125,550276,553263,556009,558765,561337,563471,566034,568625,571466,574049,576550,579313,582309,585689,588515,590658,592424,594286,596960,599658,602972,605271,607371,608889,610480,611645,612036,612437,612533,612850,613435,614529,615421,615978,616359,616388,616192,616055,617087,618671,621032,623504,625904,627803,628076,627220,626806,628864,633747,639848,647089,654423,661312,668109,675311,684153,694613,706410,716718,723461,728392,734550,743199,752409,767437,787342,811914,831871,847287,856676,860306,858073,852510,847795,844698,842149,837489,832346,828670,830100,833169,836390,838386,840682,842908
40,New Hampshire,132498,132948,133486,134292,135175,136108,137402,138918,140548,142422,144221,146044,147703,149479,151151,152875,154800,156860,158922,160805,162697,164514,166267,168004,169739,171403,172881,174450,175953,177635,179331,181291,183375,185664,187858,190043,192131,194232,196382,198372,200501,202546,204591,206520,208640,210898,212903,214571,216160,217832,219596,221520,223704,226032,228089,230054,231889,233742,235652,237626,239609,241465,243368,245554,247633,249402,250807,252199,253650,255091,256411,257650,258718,259042,259053,259312,259817,260210,259981,259719,259299,258557,257661,256610,255692,254699,254162,253554,253106,252391,251756,251226,250686,250063,249108,247918,246565,245450,244228,243235,241427,239394,237217,235275,233452,231438,229867,228243,227218,226181,225284,223719,222052,220687,219623,218679,217639,216723,216145,215870,215853,215681,215291,214729,214302,213976,213893,213914,214109,213881,213149,212192,211363,211120,210766,210342,209448,208559,207408,206481,205631,205143,204507,203839,203056,202618,202555,202931,203397,203976,204511,204639,204705,204704,204845,204967,205160,205753,206166,206817,207493,208529,209354,210200,211099,212147,212805,213286,213719,214249,214834,215388,216255,217019,217729,218158,218489,218705,219065,219608,220223,221018,221824,222917,224009,225089,226183,227461,228818,230205,231327,232334,233145,233641,233829,234204,235126,236390,237307,237822,238276,239033,240220,241790,243403,244951,246407,248132,249859,251486,252885,254109,255128,256253,257511,258985,260427,261744,263454,265191,267172,268804,270511,271862,272845,273323,273691,274112,274441,275026,275993,277246,278532,279869,281440,282879,283972,285014,286337,287766,289404,291098,293215,295245,296882,298107,299514,302138,306553,312143,318307,324371,330164,336232,342498,349546,356937,364225,369731,371924,371336,370164,370530,372496,377770,385838,396403,406866,415611,422049,424932,425036,423630,422874,423180,423818,423826,424300,425648,428606,432191,436398,440690,445335,449799
41,Maine,108320,108681,109002,109711,110379,111129,111935,112774,113646,114472,115463,116549,117886,119123,120282,121195,122285,123489,124846,126010,127114,128107,129285,130429,131734,133051,134444,135876,137240,138661,140092,141442,142735,143915,145147,146407,147771,149068,150239,151204,152481,153919,155627,157449,159446,161535,163241,164828,166398,168253,170197,172038,174279,176808,179595,181511,182997,184181,185955,187867,190458,192978,195351,196894,198171,199233,200345,201403,202555,203600,204507,205344,206220,206764,207100,207011,207022,206871,206663,206652,206932,207498,207871,208124,208331,208345,208153,207839,207439,206764,205703,205386,205519,206111,206106,206208,206299,206411,206352,205739,204696,203117,201687,200293,199246,198324,197616,196620,195438,194351,193233,192248,190485,188880,187239,186399,185709,185069,184364,183935,183647,183593,183986,184922,185833,185805,184981,183932,183129,182322,181439,180397,180083,180308,180829,180833,180571,180358,180289,180129,179786,179314,178813,178274,177671,177188,176877,177056,177403,177893,178201,178007,177877,177619,177715,177667,177542,177568,177560,178195,179015,180250,181156,181869,182408,182791,183006,183003,183002,183069,183214,183476,184157,184949,185788,186164,186334,186044,185769,185539,185468,185657,185943,186630,187478,188496,189601,190619,191712,192881,193903,194716,195241,195831,196107,196604,197346,198567,199519,200299,201076,202082,203347,204710,205848,206812,207734,209044,210454,212070,213561,214935,215870,216695,217535,218478,219459,220286,221521,222985,224601,225981,227545,229262,230687,231433,231918,232514,233108,233708,234522,235436,236023,236515,237224,238440,239514,240803,242259,243715,245254,246886,249078,251351,253271,254876,256785,259889,264431,269757,275468,281049,286228,291239,296061,301349,307394,314334,320815,324831,326321,326642,327998,330192,334349,340155,347682,355810,363214,369067,371585,370891,368425,366346,365358,365469,365910,366941,368740,372159,376367,380915,384628,388004,391001
42,Rhode Island,130890,131485,132111,133346,134577,135514,136371,137230,138288,139349,140365,141454,142523,143593,144733,146058,147469,148923,150483,152348,154397,156686,158732,160728,162358,164041,165687,167577,169776,172216,174947,178172,182002,185749,188967,191591,194025,196607,199392,202314,205479,208925,212704,216182,219320,222321,225365,228525,231331,234331,237187,240194,243438,247252,251293,255044,258203,261388,264362,267449,270422,273345,275963,278922,281647,284071,285936,288066,290459,292816,294621,295943,296514,297264,298381,300179,301276,301672,301063,300070,298452,296797,294958,293529,291973,290852,289965,289109,288337,286703,285392,283917,282843,281652,280884,280153,279100,277339,275462,273448,271085,268552,265616,262479,259186,255846,252595,249157,245733,242556,239460,237072,234983,233298,231648,230327,229464,228981,229009,229128,230022,231024,232138,232313,231997,231692,231561,231346,230432,229079,227649,226690,225891,225372,224537,223430,221797,220376,218851,217521,216108,214687,212926,211271,210140,209427,209081,208852,208886,208995,209171,209094,208868,208816,209228,209435,209489,209689,210553,211816,213197,214561,215723,216741,217651,218555,219391,219913,220318,220697,221448,222679,224000,224826,225144,225165,225425,225644,226137,226531,226896,227456,228208,229107,229767,230323,231196,232311,233664,235028,236547,238091,239651,240878,241752,242585,243728,245157,246470,247522,248729,249911,251490,253113,254859,256468,258105,260083,262097,263941,265364,266448,267615,268858,270548,272311,273980,275259,276896,278761,280761,282242,283834,285369,286726,287351,287585,287720,287922,288513,289343,290510,291351,292113,292656,293197,293797,294657,296190,297864,300221,302645,305345,307632,308646,308745,308846,310420,313764,318410,323949,329800,335263,340967,346895,353418,360009,366193,370622,372772,373106,373187,374082,375801,379761,385781,393670,401413,408264,413842,416616,416254,413994,412542,412309,412504,411990,412011,413280,416599,420870,425447,429787,433610,436683
43,Montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165115,165098,165631,166459,167600,168604,169973,171584,173371,174679,175842,176606,177670,178833,180355,181819,183307,184735,186188,187402,188572,189744,191027,192011,192684,193184,193920,194600,195251,195672,196235,196802,197428,198122,198900,199620,200089,199865,199471,199254,199508,199789,199703,199521,199288,199267,199200,199078,198687,198328,197904,197491,196844,196068,195159,194226,193579,193013,192500,191742,191033,190649,190492,190655,190627,190476,190140,189832,189454,188835,187998,186966,185789,184742,184115,183775,183572,183250,183154,183156,183306,183407,183486,183603,183768,184340,185065,185996,187031,187949,188651,189209,189952,191068,192334,193353,193955,194263,194933,195932,197065,197932,198810,199747,200787,201636,202532,203465,204347,205207,205980,207017,207837,209070,210159,211301,211858,212576,213384,214418,215339,216335,217701,219214,220756,222167,223600,225072,226555,227952,229285,230564,231725,232431,232878,233188,233611,233961,234148,234305,234566,235348,236509,237662,238827,239922,241401,242767,244214,245486,246877,247956,248991,249902,251010,252097,253170,254567,256030,257596,258903,260408,261768,263024,263912,264792,265478,266238,267111,268469,269987,271338,272523,273699,275242,276539,277735,278969,280390,282277,284442,287226,289772,291352,291990,292880,295132,299210,304177,310247,316809,323552,330663,338532,347460,357546,367674,376781,384113,389645,394792,400083,405906,413345,421472,431186,441446,451015,458494,461022,459570,455207,451468,448487,445871,441821,437897,435780,437319,441099,445417,448945,451625,453567
44,Delaware,146929,147157,147442,148093,148835,149654,150488,151299,152047,152716,153537,154305,155156,155851,156608,157330,158078,158813,159513,160254,161042,161884,162760,163654,164567,165484,166463,167490,168505,169588,170698,171898,173025,174183,175328,176577,177887,179300,180787,182349,183978,185545,187108,188716,190509,192272,193864,195246,196637,198059,199530,201338,203513,206161,208903,211616,214164,216905,220200,224281,227654,230073,231953,234194,237407,240086,242447,244543,247229,250365,252960,255142,257150,259459,261951,264366,266556,268319,269936,271380,272626,273915,274436,274668,274051,273740,273655,274191,274967,275953,276498,276722,276499,276398,275893,274827,273084,271459,270668,270298,269678,268133,266176,263966,262018,259883,258093,256334,254898,253540,252067,250663,249002,247499,246203,245354,244639,244025,243359,242580,242042,241822,241810,241617,241420,241209,240837,239908,238716,237033,235271,233646,232229,231027,229673,228246,226571,225024,223830,222801,221530,219981,218650,217276,216210,215198,214315,213047,211995,211502,211647,211588,211294,210811,210912,211218,211595,211660,212055,212686,213138,213881,214504,215659,216607,218179,219868,221200,222145,222523,222958,222845,223228,223505,224286,224950,225975,226717,227619,228230,229221,230353,231548,232479,233041,233716,234655,235887,237064,237951,238467,239015,240030,241154,241942,242807,243697,244967,245866,246786,247409,248340,249162,250299,251493,252972,254297,255211,255463,255489,255309,255556,256168,257022,257477,257852,258293,259112,260218,261367,262376,262909,263122,263138,263455,263801,264319,264868,265887,267323,268780,270078,270615,270636,270381,270370,270181,269976,270139,270917,272088,273424,274846,275923,276075,275899,276333,277981,280863,284600,289327,294742,300070,305322,309668,313871,318028,322629,326277,328314,328641,329268,330927,333741,337899,342861,348684,354455,359425,363214,364585,364604,363450,362938,362625,362942,363342,364105,365293,366791,368513,370409,372267,374065,375918
45,South Dakota,107268,107041,106722,106292,106113,105990,105905,105748,105967,106212,106252,106150,106211,106430,106879,107284,107875,108180,108471,108541,108632,108840,109089,109254,109384,109849,110219,110474,110577,110929,111352,111743,112238,112575,112795,112915,113373,114205,114766,115028,114851,114935,115217,115821,116667,117658,118388,118773,118947,119389,119966,120458,121037,121807,122854,123785,124612,125310,125969,126497,127126,127888,128654,129361,129993,130728,131427,132224,133122,133997,134596,134956,135371,135886,136336,136576,136898,137341,137928,138307,138669,138835,139137,139533,140202,140688,140934,141011,141146,141529,141876,142316,142670,143085,143554,144118,144770,145310,145647,145727,145721,145793,145892,146071,146244,146467,146719,146930,147199,147241,147163,146836,146471,146092,145655,145239,144816,144478,144189,144089,144170,144244,144364,144494,144742,144922,145022,145083,145040,145000,144951,144924,144870,144693,144525,144261,144072,144041,144090,144189,144168,144199,144288,144442,144601,144825,145371,146169,0,149012,150697,152174,153310,153931,154188,154467,154995,155681,156455,157166,157926,158577,159103,159706,160255,161059,161542,161780,161879,161799,161859,161928,162263,162740,163446,164220,164895,165159,165256,165456,166039,166895,167696,168526,169312,170183,170875,171691,172584,173586,174263,175036,175812,176672,177118,177458,177836,178374,178857,179275,179820,180431,181084,181711,182290,182896,183542,184440,185364,186171,186770,187235,187844,188615,189630,190512,191231,191778,192605,193435,194353,194866,195642,196298,197041,197405,197974,198702,199642,200724,201937,203093,203991,204739,205349,205934,206454,207373,208510,209809,210787,211617,212619,213818,214880,215617,216596,218061,220472,223020,225855,228307,230579,233060,235751,238953,242800,247115,251380,254493,256381,257927,260110,263161,267343,271973,277192,282345,287027,290856,292932,293353,292546,292184,292144,292248,291867,291351,291771,292941,294463,295541,295886,296053,295881
46,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159597,159606,159564,159354,159008,158608,158332,158513,158937,159325,159264,159083,158998,158893,158616,158281,158207,158414,158966,159617,160409,160959,161319,161476,161513,161526,161683,161993,162056,161709,161266,161125,161187,161391,161561,161688,161864,162235,162947,163744,164837,166331,168045,169954,171927,174161,176301,178468,180762,182592,184071,184905,186146,187521,188904,190410,191869,193629,194919,195917,196512,196970,197280,197647,198235,199111,200465,202032,203580,204956,206403,208012,209492,210892,212284,213980,215792,217375,218526,219490,220225,221099,221762,222891,223592,224051,223540,222954,222440,222329,221975,221064,220038,219249,218893,218732,218521,218551,218529,218714,218741,218772,218735,218385,217888,217261,216703,216086,215573,215232,215350,215338,215206,214531,214113,213650,213468,213052,212749,212421,212479,213077,213974,214735,215366,216262,217233,217937,218195,218612,219266,220094,220433,220661,220917,221595,222044,222320,222618,223371,224989,226164,227121,227392,227809,228347,228804,229687,231222,233435,235543,236953,237479,237941,238704,240041,242086,243900,245762,247787,249978,252294,253456,254013,253646,253732,254018,254076,253176,251894,251332,251847,252895,254053,254550,254808,254258
47,Alaska,132985,133136,133287,133464,133731,133930,134346,134542,134720,134663,134802,135138,137516,141280,146084,149721,152734,155264,157638,159356,160562,161365,162287,163326,164088,164698,165205,166039,166788,167391,167934,168497,169113,169602,170167,170771,171174,171437,171606,172010,172798,173928,175717,177303,179005,180538,181964,183216,183506,184100,184521,185610,186792,188202,189689,191056,192700,194377,196110,197740,199164,200358,201279,202345,203874,205239,206768,208295,210227,212275,214260,216374,218214,219316,219837,220367,221570,222976,224557,226367,228378,230265,231739,233214,234411,235232,235581,236051,236830,237638,238470,239260,240212,241185,242012,242732,243304,243366,243396,243163,243199,243108,243085,243273,243365,243589,243654,243622,243430,243605,243936,244147,243817,243396,242939,242534,242144,241761,241735,242033,242751,243017,243231,243372,243873,244134,244309,244487,244503,244269,243685,243301,242948,242535,241830,240947,240301,240078,240100,240185,240096,240021,239955,240082,240707,241374,242143,242961,244045,245458,246731,247876,249505,250645,251841,252155,252084,251577,250922,251013,251641,252943,254281,255547,257006,257878,258269,257734,256932,256133,255636,256019,256884,257327,257817,258277,259935,261106,262377,263154,264021,264599,264795,265357,266221,267142,268176,269341,271143,272548,273619,274069,274283,274320,273936,274080,274512,275137,275284,275069,275303,275658,276281,276679,276885,276658,276108,275932,275925,276128,276325,276811,277702,278704,279682,280097,280408,280610,281098,281493,281638,281283,281201,281237,281858,282014,282077,281718,283536,287246,0,295718,297838,299308,300408,301443,302492,303608,305078,306520,307749,308531,308973,309029,308252,307164,306603,307461,309312,311253,313138,314736,315784,316351,316597,317483,319443,322118,325968,329407,332524,334626,336062,337714,338990,339990,341353,343598,346915,349897,351916,352848,352407,351643,350742,350130,349255,348573,348190,348390,349066,350676,352134,353444,353659
48,District of Columbia,160017,160540,161283,162875,164643,166541,168343,169893,171057,171354,171647,172002,172791,173600,174742,176480,178464,180378,182301,184422,186677,188937,191095,193284,195381,197485,199439,201707,204260,207097,209871,212495,215222,218143,221654,225317,228626,231476,234102,237056,240218,243500,246739,249828,252837,256191,259158,261836,264549,267443,270901,274330,278413,282845,288048,292988,298629,305337,312203,317362,319841,323283,328179,334689,340142,345146,350581,356768,362669,367262,371321,375122,378962,382239,385565,388529,390967,392163,391993,391468,390776,389652,387903,386272,385683,386591,387807,388822,389295,389394,389402,389314,389323,389786,390069,389831,389224,388376,387281,385705,384079,382501,380126,376966,374156,372586,371284,369544,368892,368998,368882,367011,364163,362047,359739,357754,355419,352978,352001,353012,354814,355431,355117,356149,359313,362781,364731,365484,364619,363426,361308,360572,359556,359206,358513,358393,358228,358113,358344,357998,357793,357111,356735,355918,355994,356249,356531,356522,357184,358893,361494,364716,369018,373819,378697,383244,387097,390556,392644,394705,397600,402047,406937,411710,417258,423352,428622,432381,434779,437651,440183,443366,446172,448914,451753,454310,456807,458925,461235,463796,465434,466676,467221,468485,469728,471937,474986,478503,482474,486406,490246,493183,495028,496649,497748,498755,499422,500199,500933,501867,502750,504515,507597,511499,514341,516039,517046,518835,520020,521742,523386,524834,526095,526858,528087,530145,534119,538842,543704,546891,549736,551111,552546,553464,554807,556143,558193,559606,560733,560972,562581,564797,566313,566371,566056,566094,566366,566882,568011,569488,572067,575610,580339,584998,587659,588134,588329,590405,594668,599057,603676,607471,610190,612489,615741,620073,625318,630301,632682,631794,628697,626628,625594,624829,625723,629926,638071,645667,650270,650524,646832,640463,632356,626403,621974,618945,616061,614011,612247,611034,610187,610612,611937,613425,613969
49,Vermont,115434,115628,115931,116528,117215,117856,118495,119155,119885,120764,121658,122551,123344,124232,125161,126095,126957,127770,128605,129373,130148,130982,131973,133008,134087,135155,136257,137319,138314,139286,140163,140973,141679,142419,143205,144062,144922,145832,146748,147614,148523,149491,150542,152036,153843,155894,157258,158328,159239,160597,162057,163642,165632,167799,169841,171249,172488,173944,175605,177408,179130,180875,182614,184729,186677,188419,189949,191687,193734,195814,197645,199279,200664,202040,203617,205048,206501,207742,208946,210152,211262,212387,213554,214660,215775,216785,217402,217744,217999,218375,218591,218583,218728,219147,219776,220399,221474,221879,222011,221365,220808,220194,219449,219014,218569,218108,217613,217171,216959,216863,216722,216453,216244,215903,215267,214287,213341,212655,212124,211743,211441,211320,211453,211633,211756,211773,212006,212310,212470,212627,212783,213031,212984,212906,212740,212751,212516,212306,212066,211837,211582,211402,211586,211801,211937,212294,213072,214194,215105,215751,216224,216754,217299,217655,217739,217780,218179,218994,219989,220865,221639,222361,222841,223304,223866,224430,224262,223794,223436,223639,224041,224317,225068,225745,226712,227291,227900,228001,227890,227649,227679,228170,228795,229592,230467,231309,232073,232619,233162,233672,233714,233710,233595,233466,232803,232412,232678,233690,234506,235044,235375,235824,236619,237795,239189,240259,241295,242503,243747,244824,245720,246606,247446,248329,249370,250341,251233,252080,253222,254159,254778,254877,255645,256814,258181,258730,258969,259137,259399,259730,260191,260679,260956,261183,261744,262522,263301,264266,265642,267339,268832,269993,270968,271978,272853,273468,274388,276481,280332,284422,288253,291984,295938,300340,304125,307913,312930,319427,326902,331674,333884,334147,335495,337706,341853,346779,352562,358694,364363,369410,371916,371964,370466,369269,368903,368731,369940,371007,373237,375505,378878,381661,383524,386114,388868
50,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145535,144241,143652,142752,142833,143414,143937,144391,144617,144960,145351,145657,146028,146783,147857,148904,149745,150427,151127,151788,152333,152790,153266,153895,154741,155905,157339,158840,160364,161786,163053,164166,165379,166607,167595,168346,168868,169790,170884,172334,173547,174766,176028,177269,178489,179619,180826,182028,183362,185090,187024,189073,190642,192020,193434,194984,196398,197518,198381,199309,200390,201681,203117,204193,204968,205491,206082,206604,207009,207272,207508,207714,207748,207609,207290,207038,206812,206552,206191,205918,205778,205763,205653,205260,204654,204220,203941,203687,203130,202460,201770,201037,200501,200157,200095,200100,200200,200551,200916,201016,200779,200404,200145,199792,199478,199271,199233,199262,199203,198938,198348,197858,197643,197763,197746,197833,198005,198618,199370,200372,201371,202582,203833,205008,205845,206757,207556,208434,208990,209740,210458,211161,211740,212210,212625,212611,212583,212754,213245,213496,213537,213485,213531,213630,213826,214467,214985,215705,216310,217127,217645,218085,218784,219875,221377,222896,224313,225506,226615,228057,229662,231314,232554,233402,233794,234157,234642,235001,235070,235049,235129,234997,234580,233962,233696,233767,234182,234544,234674,234673,234918,235162,235406,235427,235447,235535,235806,236210,236718,237133,237345,237710,237869,238137,238063,238628,239397,240556,241307,241941,242344,242878,243715,244987,246457,247733,249139,250519,252180,253396,254717,256096,257845,259082,260034,260930,262204,263329,264200,265133,266641,268856,271263,274023,276563,278994,281400,284166,287200,290044,292499,294708,296702,298447,300540,303157,306051,309426,312599,316340,319789,323168,326538,328993,330213,330103,330450,331161,331644,331289,330747,330806,331748,333481,335537,337227,338885,340229
